tweet_id,text,trust_expressed,anger_expressed,sadness_expressed,surprise_expressed,fear_expressed,disgust_expressed,joy_expressed,anticipation_expressed,trust_evoked,anger_evoked,sadness_evoked,surprise_evoked,fear_evoked,disgust_evoked,joy_evoked,anticipation_evoked
'1475169698325090304,"Па #nisamprijavila, јер није било силовање, али је било узнемиравање, пипкање, штипкање и ухођење од стране пацијента на радном месту. Па кад сам и покушала да се кроз сузе обратим старијем колеги добила сам коментар ""па вероватно ти се свидело кад траје данима",0.028,0.084,0.014,0.017,0.091,0.020,0.024,0.054,0.045,0.017,0.015,0.036,0.003,0.009,0.059,0.047
'1475169630637498373,"#nisamprijavila policiji ali su i moji i njegovi roditelji znali šta se dogodilo. Otišla u dom zdravlja da evidentiraju povrede. Niko mi nije rekao da treba prijaviti policiji. Njegova majka se pobrinula da taj brak ne potraje. Da mi je učinila uslugu, tek sam kasnije osvestila.",0.053,0.143,0.039,0.015,0.132,0.008,0.094,0.056,0.028,0.000,0.008,0.062,0.039,0.034,0.068,0.045
'1475169562572337159,Zbog ovakvih i imamo #NisamPrijavila https://t.co/FOut1jeA5G,0.042,0.198,0.055,0.014,0.060,0.049,0.054,0.014,0.062,0.040,0.023,0.021,0.049,0.027,0.073,0.027
'1475169479030185985,"Vuline, liberalizuj zakon o oružju kako si najavljivao! 

Kad bude pištolj u ženskoj torbici većina tih ""junaka"" će se zavući pod kamen ispod koga su izmilili... #NisamPrijavila",0.050,0.124,0.025,0.004,0.059,0.004,0.048,0.082,0.000,0.000,0.017,0.061,0.005,0.045,0.015,0.006
'1475169297626542091,"#nisamprijavila jer kad sam prvi put rekla majci, rekla mi je da sam mogla da se odbranim od nekog nizeg od mene
#nisamprijavila jer su se svi smejali kad su videla sta se desava
#nisamprijavila jer je reko da jako postuje mog (sada) bivseg decka",0.020,0.083,0.015,0.025,0.098,0.022,0.089,0.020,0.036,0.063,0.009,0.094,0.019,0.029,0.030,0.021
'1475169225715105793,"#nisamprijavila kada me je neki bolesnik u autobusu uhvatio za zadnjicu, a kad sam mu razvalila šamarčinu pogodite koga su gledali kao ludaču?",0.082,0.087,0.035,0.012,0.120,0.001,0.147,0.046,0.019,0.019,0.003,0.084,0.075,0.045,0.078,0.018
'1475168961532772361,"#Nisamprijavila ali možda bih mogla gnomini sada, posle 30 godina, makar malo da zagorčam život i prozovem ga javno, hm, ko zna, možda nas ima još",0.009,0.139,0.034,0.015,0.049,0.063,0.094,0.017,0.059,0.031,0.030,0.014,0.008,0.045,0.009,0.002
'1475168806825873409,"Срби су 1835. године Сретењским Уставом званично укинули ропство. 
Баш ме растужује оволико #nisamprijavila твитова, јер изгледа да многе жене и дан данас живе као робови, из чистог страха од реакција окружења и насилника.
Срби су слободарски народ, морамо оснажити жене!",0.014,0.050,0.060,0.038,0.084,0.002,0.016,0.063,0.063,0.041,0.005,0.024,0.026,0.036,0.051,0.069
'1475168652299231240,"takodje svaka cast onome ko je napravio i hešteg #NisamPrijavio jer se smatra da muškarci ne mogu da dožive seksualno zlostavljanje...
i gadi mi se kakvi ljudi sve postoje citajuci i pod tim heštegom i pod #NisamPrijavila da tako neš urade
ne zelim da zivim u ovom svetu 🙃🙃🙃 https://t.co/qZaOhbVuzE",0.020,0.136,0.015,0.059,0.076,0.010,0.075,0.059,0.015,0.029,0.055,0.037,0.011,0.010,0.060,0.069
'1475168496535416832,❤️ za svaku #NisamPrijavila i bravo za @[user],0.035,0.109,0.073,0.028,0.056,0.051,0.124,0.033,0.054,0.038,0.004,0.040,0.086,0.053,0.045,0.035
'1475168300015497223,"@[user] Nažalost, svugdje je tako... Imala sam i ja takvih #NisamPrijavila situacija na bacanje, ali blažih. Čak i ono što sam prijavila dočekano je s ""Ma, izmišljaš gluposti"".",0.054,0.115,0.033,0.008,0.122,0.043,0.100,0.041,0.045,0.014,0.024,0.060,0.051,0.006,0.059,0.006
'1475168240930377731,"Čitajući #NisamPrijavila, razmišljam koliko ste zapravo SVE hrabre i jake ❤",0.070,0.123,0.035,0.010,0.112,0.003,0.069,0.065,0.040,0.030,0.009,0.025,0.065,0.007,0.044,0.023
'1475167935920541701,"Koja jeziva svjedočenja žena na #NisamPrijavila ... Užas! Nemam ja želudac da više čitam,samo ću reći da društvo treba da prestane da pita ''ZAŠTO NIJE PRIJAVILA?! '',i umjesto toga prijavi nasilje nad bilo kim ko to sam ne uradi,jer ima stotinu razloga i strahova da NE PRIJAVI!",0.027,0.125,0.033,0.010,0.079,0.002,0.118,0.012,0.010,0.009,0.019,0.087,0.024,0.027,0.044,0.024
'1475167893872693253,nije mi potreban hešteg da znam kako je licemjerno društvo i selektivno u podršci i razumijevanju. molila bih sve iza #NisamPrijavila da podignu glavu i izgovore o svom bolnom iskustvu u realnom životu. tviter zajednica je zatvoren sistem i daje lažnu utjehu.,0.008,0.080,0.047,0.028,0.060,0.056,0.086,0.065,0.006,0.029,0.053,0.078,0.035,0.008,0.066,0.027
'1475167867763105806,"#NisamPrijavila jer nisam znala  da treba da prijavim. Niti šta treba da prijavim. Nisam umela da prepoznam. Jer ...rasli smo zajedno.... on 9 godina stariji.... polako mi se uvlačio pod kožu dok sam bila dete. Bio u mom životu , deo mog života. Osećala sam ljubav prema njemu...",0.033,0.079,0.016,0.002,0.038,0.006,0.077,0.079,0.011,0.030,0.039,0.034,0.010,0.025,0.026,0.034
'1475167695125499906,"#NisamPrijavila jer do ovog SAD momenta nisam zelela da vidim sta je to bilo. Nije silovanje u pitanju, imala sam 8 ili 9 godina i mislila sam da je to valjda u redu jer je on bio bas mator covek. Samo stajala i cekala da prodje. Bilo je druge dece oko nas a bio je mrak.",0.012,0.116,0.003,0.055,0.157,0.011,0.095,0.087,0.063,0.042,0.038,0.028,0.036,0.028,0.002,0.008
'1475167640784146435,Ja nesto ne razumem ovo #nisamprijavila jer sta bi to bilo kome moglo pomoci?! Stiker kako te grle nepoznate osobe i ostala lazna saosecanja. To je borba iznutra nikakav vam lajk nece pomoci.,0.018,0.104,0.034,0.023,0.143,0.085,0.080,0.064,0.020,0.029,0.030,0.036,0.020,0.045,0.008,0.035
'1475167574254104582,"""Póki nie ma TRUPA,to nie ma problemu"", što bi rekla moja poznanica iz Poljske koja, hdedoh da napišem prošla, ali ne, još uvek prolazi kroz #NisamPrijavila traumu od strane našeg državljanina.
U prevodu, dok nema leša, nema problema.",0.080,0.129,0.019,0.020,0.140,0.037,0.132,0.081,0.029,0.040,0.009,0.073,0.010,0.056,0.099,0.020
'1475167209810968583,"Čitam sada tek sve ove #NisamPrijavila tvitove i utroba mi se prevrće od tuge i nemoći. Ako je meni tako dok čitam samo, ne mogu ni da zamislim kako je bilo tim devojčicama, devojkama i ženama. Nisam uticajna, ali želim da izrazim punu podršku svima njima!",0.045,0.098,0.027,0.081,0.115,0.044,0.103,0.062,0.028,0.030,0.009,0.005,0.037,0.060,0.052,0.067
'1475167093930688515,"#nisamprijavila jer kad sam imala 7,8, i 9 nisam razumela sta mi se dogadja. A malo sam imala i rupe u pamcenju. I dan danas ne znam sa sigurnoscu sta mi se sve desilo.",0.051,0.093,0.018,0.017,0.111,0.041,0.089,0.081,0.060,0.013,0.008,0.073,0.000,0.059,0.004,0.045
'1475167004554366979,Bila sam sigurna da srecom necu imat kaj napisat za #nisamprijavila ali citam hashtag i ispada da zapravo imam :(,0.000,0.121,0.080,0.013,0.074,0.044,0.088,0.021,0.088,0.026,0.012,0.023,0.066,0.002,0.036,0.003
'1475166894432960519,"Jedva, i opet drhteći u sestrinskoj sobi u četiri zida ispričala njoj. A ona odmah ustala i rekla ocu i majci. Hvala joj što tada znala da nije moja krivica iako ja možda nisam i #NisamPrijavila",0.002,0.131,0.007,0.003,0.037,0.037,0.061,0.077,0.049,0.019,0.019,0.036,0.036,0.028,0.080,0.023
'1475166891207499777,Oko struka pokušao da me odvuče u haustor. Od tog sporta je tada bilo koristi i uz ogroman napor sam uspela da se odbranim i pobegnem. Drhtala sam kao prut. A poslednji put #NisamPrijavila ja već je to uradila moja sestra i zato joj hvala do neba. Moj je heroj zbog toga.,0.053,0.138,0.015,0.013,0.134,0.023,0.105,0.050,0.032,0.015,0.019,0.034,0.003,0.015,0.013,0.035
'1475166889521340416,"Odbranbeni mehanizam. Možda ako ne budem ""princeza"" ili ""balerina"", možda eto tada ne budem zlostavljana. I tako je bilo do drugog razreda srednje škole kada #NisamPrijavila da me je u prolazu između zgrada s leđa dohvatio muškarac, zapušivši mi usta jednom rukom a drugom",0.002,0.082,0.069,0.015,0.081,0.030,0.105,0.152,0.027,0.026,0.060,0.109,0.047,0.052,0.079,0.057
'1475166887973724165,"Učiteljica je govorila da je to zato što mu se dopadam a da je JEDINI razlog što se ja bunim to što je dečak romske nacionalnosti. #NisamPrijavila pa sam nastavila da se razvijam u jednu ""muškobanjastu"" devojčicu koju interesuju za devojčicu netipične igre i sportovi jer..",0.044,0.085,0.022,0.051,0.077,0.067,0.050,0.066,0.014,0.080,0.032,0.061,0.053,0.057,0.054,0.006
'1475166886224707586,"Jedva nekako. Neprijatno vam je da čitate? Zato i #NisamPrijavila 
Iako sam se otvoreno bunila, plakala i vrištala u sebi kada me je kroz niže razrede osnovne škole stariji ponavljač, sabijao uz zid, nasilno i protiv moje volje ljubio, hvatao i štipao. Druga deca su se smejala.",0.010,0.078,0.028,0.061,0.085,0.015,0.099,0.083,0.011,0.030,0.029,0.076,0.019,0.048,0.034,0.004
'1475166883364093958,"#NisamPrijavila nikom nikada. 
Smrad tog odraslog čoveka koji me je kao 7-ogodišnju devojčicu zlostavljao rečima i promenio za ceo život. 
""Pričaš li sa tatom i mamom o seksu? Znaš li koliko vrsti pi*ki postoje? Tvoja je sigurno dobra. One najbolje su preklapače""... Pobegla sam",0.055,0.088,0.029,0.006,0.106,0.030,0.129,0.084,0.037,0.013,0.010,0.009,0.004,0.021,0.034,0.034
'1475166868956667912,"Koliko me bole tvitovi #nisamprijavila koliko žena ima a neki se i dadlje sprdaju sa tim... Ne mogu vam preneti osećaj tuge koji sada osećam,jer nisam ni predpostavljala koliko žena ima da je prošlo kroz to...",0.046,0.068,0.046,0.045,0.094,0.001,0.078,0.036,0.056,0.012,0.019,0.058,0.019,0.038,0.024,0.028
'1475166739222646785,"Na temu #NisamPrijavila 
U poslednjih par godina, dve drugarice su bile žrtve (kakva odvratna reč) nasilja. Obe su mi se obratile za savet i dobile isti odgovor: AŽC, CSR, ADVOKAT. Obe su imale sreće da su bile ekonomski nezavisne. Više nisu žrtve, već moji heroji. I srećne. ❤",0.004,0.075,0.037,0.022,0.059,0.019,0.083,0.113,0.064,0.017,0.030,0.001,0.113,0.009,0.066,0.011
'1475166641650606080,#NisamPrijavila je i kakvi sve bolesnici sebe nazivaju muskarcima i naša sramota kako ih nismo primetili i unakazili da ničiju sestru ili dete više ne dotaknu.Da unakazeni budu primer svakom ko pokuša tako nešto .,0.028,0.121,0.004,0.036,0.054,0.077,0.109,0.093,0.047,0.005,0.044,0.014,0.024,0.013,0.035,0.018
'1475166574092902401,"#NisamPrijavila imala sam 18 g i bio mi je kao decko,pet godina stariji od mene.Prvu samarcinu dobila sam jer mu se nije svidjao moj ruz za usne.Sutjela sam o tome i nikome nisam.prijavila.Pricao mi je da me voli a ztrpao me u kontroli i udracima.Samari su se nastavljali sve dok",0.046,0.101,0.003,0.035,0.082,0.011,0.100,0.025,0.042,0.010,0.005,0.087,0.017,0.054,0.069,0.033
'1475166483395321861,"svaka cast svakome ko je napisao tvit #NisamPrijavila ili #NisamPrijavio
👏🏼👏🏼👏🏼",0.032,0.086,0.007,0.076,0.061,0.036,0.057,0.070,0.026,0.030,0.050,0.006,0.036,0.006,0.078,0.127
'1475166425736228868,#Nisamprijavila zato što sam imala 6 godina,0.007,0.093,0.063,0.001,0.081,0.015,0.105,0.021,0.108,0.020,0.006,0.049,0.005,0.036,0.009,0.029
'1475166093266366466,Glede #NisamPrijavila mogu samo da pomenem presudu od 14. decembra ove godine protiv Rusije gde se može videti istovetan problem. Evo je na linku: https://t.co/bbfKbBb8sZ,0.065,0.117,0.024,0.067,0.058,0.005,0.047,0.107,0.001,0.024,0.021,0.023,0.038,0.005,0.072,0.062
'1475165705108664323,"Potresno
#nisamprijavila https://t.co/v5sb6dSQfJ",0.026,0.123,0.055,0.066,0.066,0.025,0.055,0.012,0.052,0.002,0.019,0.024,0.053,0.000,0.107,0.050
'1475165657616556035,"Srce mi se cepa od #nisamprijavila, a najviše od činjenice da koliko god svako naše iskustvo bilo individualno, ono što je isto je grumovanje kroz koje prolazimo- da se sramimo i vidimo krivca u sebi za sve loše što nam se desilo. To je ono od čega mi se istinski grči želudac.",0.018,0.084,0.018,0.044,0.081,0.045,0.097,0.082,0.082,0.015,0.020,0.032,0.009,0.004,0.013,0.042
'1475165252446736384,"Nemam snage za svoju #NisamPrijavila priču ali hvala svim ženama koje jesu, ne postoji niko snažniji od vas ❤",0.037,0.141,0.092,0.034,0.083,0.007,0.057,0.056,0.030,0.012,0.013,0.073,0.052,0.032,0.040,0.051
'1475165107021885448,"Pričam sa mamom o #nisamprijavila i kaže ""Jebote toliko nam je društvo gluvo i nemo na nasilje da se tebi kao ženi više isplati da platiš nekom 50€ da od tog majmuna napravi invalida nego da se zajebavaš po policijskim stanicama, CSR-u i sudovima i ponavljaš tu traumu iznova.""",0.056,0.104,0.043,0.019,0.094,0.025,0.124,0.101,0.037,0.006,0.007,0.039,0.052,0.045,0.051,0.003
'1475164897902313480,"Joj što mi se steže želudac dok čitam #nisamprijavila tvitove, a to radim ceo dan danas naravno.",0.068,0.075,0.054,0.016,0.092,0.007,0.057,0.069,0.042,0.019,0.021,0.045,0.034,0.002,0.049,0.052
'1475164818453803012,"drage moje žene, djevojke, kapa vam dole za ovaj haštag #nisamprijavila i niz kakav se može pročitati.
najhrabrije ste!",0.064,0.102,0.021,0.012,0.040,0.004,0.110,0.050,0.038,0.011,0.033,0.045,0.028,0.033,0.036,0.016
'1475164726128750597,"Ne mogu da kvoutujem svaku osobu, ali ko god podsmeva/negira bez znanja ovaj #NisamPrijavila tag dabogda poginuo/la",0.014,0.138,0.082,0.018,0.042,0.053,0.079,0.039,0.093,0.020,0.003,0.011,0.026,0.008,0.015,0.017
'1475164455147380745,#NisamPrijavila jer sam policajac. Žene policajce valjda muževi ne tuku. Ili samo u to ni jedna institucija u ovoj zemlji ne veruje.,0.059,0.109,0.033,0.027,0.063,0.031,0.143,0.000,0.025,0.010,0.041,0.092,0.055,0.027,0.032,0.004
'1475164370128748545,#nisamprijavila jer sam imala 15 godina i dogodilo se u tramvaju na putu do skole. Nisam mislila da ce mi itko vjerovati i bilo me sram. I tek nakon nekog vremena sam shvatila sto se zapravo dogodilo...,0.003,0.093,0.019,0.047,0.085,0.003,0.108,0.060,0.074,0.003,0.051,0.058,0.012,0.055,0.010,0.036
'1475164203329769472,"#nisamprijavila jer sam bila mlada i jer mi je pretio. Jer nisam smela iz kuce da izadjem sama, jer sam se plasila sta bi sve moglo da mi se desi.",0.069,0.097,0.016,0.065,0.157,0.032,0.112,0.031,0.069,0.001,0.046,0.097,0.009,0.035,0.004,0.011
'1475164009515081733,Danijela Štajnfeld je podržala kampanju #nisamprijavila https://t.co/f6uYZ1BTIi,0.026,0.105,0.084,0.015,0.168,0.061,0.038,0.070,0.072,0.026,0.010,0.085,0.021,0.009,0.048,0.093
'1475163976292052993,"#Nisamprijavila podrška za sve žene koje bile žrtve nasilja!  I opomena za sve koji možda vide nešto i znaju da se dešava, ali se prave da ne vide i ne čuju. Zajedno smo jači. Ako svako učini koliko može nasilnik će biti priveden tamo gde mu je mesto.",0.008,0.099,0.010,0.006,0.070,0.057,0.088,0.057,0.053,0.019,0.023,0.075,0.044,0.031,0.072,0.040
'1475163809107128326,"#nisamprijavila. Milica je bila odličan đak, tiha, mirna,nenametlkiva, svima dobra drugarica. Majka redovno dolazila na roditeljske sastanke i osmehivala se dok sam joj hvalila ćerku. Milica nikada nije izostajala. Samo taj jedan dan👎.",0.018,0.091,0.022,0.033,0.110,0.014,0.124,0.121,0.046,0.037,0.022,0.003,0.031,0.037,0.036,0.000
'1475163786839474179,"#nisamprijavila jer smo bili najbolji drugovi i imala sam 14 godina. Rekao mi je “ili ćeš da spavaš samnom ili ćeš sad da odeš i više se nikad nećemo videti”. Bilo me je sramota, ceo svet mi se tad prevrnuo.",0.029,0.088,0.046,0.056,0.095,0.025,0.131,0.125,0.096,0.038,0.008,0.031,0.027,0.042,0.064,0.045
'1475163543574093828,"#NisamPrijavila pogledajte, sherujte, obrazujte, krenite od vasih najblizih pa edukujte i ostale. Puna podrska zrtvama nasilja 💜",0.047,0.096,0.047,0.012,0.050,0.030,0.114,0.056,0.024,0.023,0.016,0.079,0.000,0.058,0.015,0.009
'1475163511911243778,"#NisamPrijavila zbog ogromne količine stida, preispitivanja da li je nasilje ili nije, da li sam sama odgovorna, i potiskivanja do tačke zaboravljanja. Ali najviše jer nisam mogla da zamislim da bi iko pomislio ili poverovao da nisam sama tražila.",0.049,0.133,0.031,0.003,0.118,0.009,0.098,0.041,0.059,0.038,0.031,0.049,0.032,0.050,0.047,0.049
'1475163274358538246,пуни љубави шаљем мојим девојкама. #NisamPrijavila ❤️,0.026,0.154,0.054,0.003,0.105,0.030,0.062,0.047,0.019,0.037,0.023,0.010,0.028,0.016,0.056,0.032
'1475163273922289670,Jeza me hvata od ispovesti #NisamPrijavila a u isto vreme me raduje da su se ohrabrile i otvoreno pišu šta im se desilo. Moramo da probudimo svest o ovome i da ne okrećemo glavu jer nas se to ne tiče. Iako sam svaki put prijavila razumem sve koje nisu i svim srcem sam uz njih❤️🙏,0.007,0.072,0.030,0.021,0.046,0.045,0.098,0.072,0.016,0.006,0.008,0.066,0.009,0.015,0.055,0.014
'1475163068883742726,"#NisamPrijavila jer sam bila mala, jer nisam znala šta to znači i jer sam mislila da se igramo. Neki unutrašnji glas mi je rekao da nešto nije u redu, gurnula sam ga i pobegla. Bilo me je sramota. I dan danas osetim užasnu nelagodu kada se setim.",0.039,0.104,0.013,0.013,0.172,0.022,0.144,0.002,0.079,0.034,0.004,0.058,0.038,0.021,0.005,0.009
'1475163025011363842,#NisamPrijavila jer je to bio samo jedan šamar. Jer je moglo da bude nešto gore. Jer sam mislila da je to normalno muško ponašanje. Jer je mene bilo sramota.,0.047,0.141,0.031,0.004,0.075,0.033,0.060,0.013,0.075,0.008,0.008,0.040,0.040,0.086,0.035,0.002
'1475162829795827720,"Zaista je mučno čitati #nisamprijavila heš, poražavajuće je  koliko se devojaka susreo sa nasiljem. Nemam šta pametno napisati sem da su nasilnici u većini slučajeva 'beta' muškarci koji su jako nesigurni i plašljivi i kriju se iza maske nasilnika a sa prvim problemom u vezi/brak",0.020,0.105,0.022,0.016,0.084,0.055,0.062,0.049,0.007,0.017,0.003,0.027,0.079,0.041,0.061,0.031
'1475162662749286410,"#NisamPrijavila pišu preživele žrtve nasilja, imajte u vidu da ih puno ima koje nisu preživele ili su izabrale da dignu ruku na sebe kao izlaz. Zato sram bilo svakog ko da sebi za pravo da analizira, osuđuje žrtve i opravdava monstrume. To nisu ljudi to su nakazne prikaze.",0.010,0.136,0.008,0.001,0.084,0.004,0.090,0.066,0.033,0.034,0.006,0.053,0.046,0.060,0.049,0.021
'1475162481458876423,#NisamPrijavila jer je bio tatin prijatelj. Dolazio nam u kucu dok sam bila sama. Cekao je da napunim 18 da bi me spopadao. Rekla sam samo sestri i nikome vise..,0.039,0.090,0.038,0.033,0.125,0.006,0.091,0.098,0.055,0.037,0.020,0.053,0.023,0.038,0.033,0.012
'1475162302429208582,"Читам #nisamprijavila твитове и у грлу ми стоји кнедла велика к'о кућа, осетим је увек кад чујем нешто о тој теми, али ово је јако масовно, жао ми је што је тако, али глас се мора чути и драго ми је што више особа говори о својим ситуацијама 👇",0.019,0.154,0.034,0.006,0.078,0.021,0.073,0.054,0.038,0.028,0.028,0.013,0.008,0.012,0.055,0.072
'1475162283781378048,"#Nisamprijavila bila sam klinka, mnogo malo godina, on osoba koja je živela sa meni voljenom osobom.Često sam je posećivala,a spodobu pokušavala da izbegnem.Bilo je gadno, okretala sam glavu, pokušavala da se izmogiljim... al , nije vredelo.U pubertetu mi je voljena osoba rekla👇",0.005,0.116,0.015,0.019,0.112,0.035,0.083,0.010,0.044,0.001,0.023,0.028,0.001,0.020,0.016,0.043
'1475162161576034304,"Samo zamislite koliko ima ljudi koji trpe seksualno nasilje, kada #NisamPrijavila ima ovaj broj heštegova, a to je samo brojka onih koji imaju tviter! Dje su ostali? Sljedeći put kada kažete ""ah, toga nema kod nas"" razmisli, možda u najbližem okruženju imaš slučaj!",0.008,0.059,0.041,0.033,0.097,0.006,0.063,0.005,0.009,0.010,0.004,0.108,0.037,0.018,0.072,0.034
'1475162095234822146,"Bukvalno niko ništa ne treba da piše ovih dana, samo treba da pustimo žene da olakšaju dušu i ispričaju svoju priču koju nisu prijavile #nisamprijavila .

Podrška za sve njih.❤️",0.026,0.096,0.069,0.047,0.086,0.019,0.107,0.052,0.015,0.001,0.007,0.078,0.041,0.040,0.051,0.043
'1475161901889896452,"“…nemoj uvijek znaci ne!”
Reče nam jedan Urban čovjek…
#damirurban #NisamPrijavila",0.010,0.185,0.047,0.047,0.062,0.029,0.060,0.058,0.000,0.026,0.003,0.036,0.004,0.047,0.035,0.005
'1475161873255628805,"ja još uvijek nemam hrabrosti da napišem #NisamPrijavila tvit, ali sve što imam da kažem jeste žene svaka vam čast!!!❤️",0.000,0.120,0.069,0.019,0.027,0.071,0.042,0.011,0.014,0.011,0.027,0.017,0.012,0.030,0.065,0.071
'1475161793022644238,"#nisamprijavila jer su me roditelji ucili da budem oprezna, pametna i snazna; da znam da nema institucija koje bi te zastitile da uglavnom moramo sami ili zajedno uz njihovu podrsku",0.042,0.134,0.038,0.023,0.121,0.046,0.106,0.073,0.034,0.039,0.049,0.076,0.028,0.053,0.069,0.012
'1475161754565062668,"😭 još jedno #NisamPrijavila svedočenje!
Pročitajte ceo niz!

VELIKA PODRŠKA I LJUBAV ZA OVU HRABRU DEVOJKU! ❤️🙏🏼 https://t.co/lkTKeppLCC",0.033,0.095,0.010,0.014,0.021,0.043,0.062,0.063,0.045,0.014,0.003,0.053,0.011,0.006,0.070,0.013
'1475161438050213892,"#nisamPrijavila kad me 40god stariji frajer pipkao preko hlača po genitalijama u gužvi busa u Splitu. Jer šta bi rekla policija? ""pa samo vas je dirao"" Jer ""Ma to je stari manijak"". Trebala sam ga slikat i vrištat nasred busa da se zaustavi, makar da ga bude sram što radim scenu",0.014,0.094,0.031,0.041,0.108,0.006,0.143,0.073,0.003,0.038,0.010,0.045,0.054,0.021,0.016,0.071
'1475161371201441795,"#Nisamprijavila jer u ovom društvu JESI SAMA. 

Podrška svim ženama koje istupaju u ovoj godini boreći se u ime svih za bolje i pravednije društvo!",0.004,0.124,0.012,0.005,0.050,0.032,0.106,0.030,0.081,0.014,0.058,0.051,0.016,0.052,0.011,0.047
'1475161368328392706,"#NisamPrijavila jer se zapravo nista nije dogodilo posto sam se odbranila. Samo me zaključao u kola i napao dok su drugi decaci navijali spolja. Jer sam imala 9 godina a on 15, jer su mi rekli ma takvi su decaci nije ti nidta uradio",0.049,0.111,0.011,0.056,0.096,0.009,0.075,0.088,0.086,0.011,0.019,0.080,0.054,0.087,0.012,0.009
